Timestamp,Algorithm,Param_algorithm,Param_copy_x,Param_init,Param_max_iter,Param_n_clusters,Param_n_init,Param_random_state,Param_tol,Param_verbose,Silhouette_Score,WCSS
2026-07-11 19:59:12,KMeans,lloyd,True,k-means++,300,5,auto,,0.0001,0,0.5547,65.5684
2026-07-11 20:03:58,KMeans,lloyd,True,k-means++,300,5,auto,,0.0001,0,0.5547,65.5684
2026-07-11 20:08:46,KMeans,lloyd,True,k-means++,300,5,10,42,0.0001,0,0.5547,65.5684
2026-07-11 20:19:35,KMeans,lloyd,True,k-means++,300,5,10,42,0.0001,0,0.5547,65.5684
