Timestamp,Algorithm,Param_C,Param_cache_size,Param_coef0,Param_degree,Param_epsilon,Param_gamma,Param_kernel,Param_max_iter,Param_shrinking,Param_tol,Param_verbose,R-squared,MSE,MAE
2026-07-02 10:05:04,SVR,1,200,0.0,3,0.5,0.1,rbf,-1,True,0.001,False,0.68,4.5225,1.098
